equipment_id,equipment_type,manufacturer,age_months,usage_hours_per_day,total_scans_or_uses,days_since_last_maintenance,num_previous_repairs,avg_temperature_c,max_temperature_c,vibration_level_mm_s,voltage_fluctuation_pct,coolant_level_pct,helium_level_pct,tube_current_ma,error_logs_last_30_days,power_supply_stability_score,ambient_humidity_pct,component_wear_index,technician_rating_last_inspection,failure_within_30_days,remaining_useful_life_days
VT-03774,Ventilator,GE Healthcare,52.2,12.37,15264,1.1,0,26.38,30.1,2.056,2.37,100.0,100.0,0.0,3,89.4,49.5,16.52,69.6,0,142.2
VT-03775,Ventilator,Mindray,42.1,23.99,35473,25.5,2,21.58,29.57,1.228,1.05,100.0,100.0,0.0,1,86.4,37.4,20.01,98.9,0,137.6
VT-03776,Ventilator,Siemens Healthineers,76.1,22.05,60744,18.8,0,24.31,28.89,3.214,1.11,100.0,100.0,0.0,3,89.8,44.6,11.79,58.5,0,120.4
XR-03777,X-Ray Machine,Mindray,86.4,18.24,39938,7.3,4,24.02,28.44,2.191,1.9,100.0,100.0,294.0,4,74.9,39.2,25.29,43.2,0,100.1
US-03778,Ultrasound Machine,Canon Medical,59.9,13.09,27682,13.2,5,26.05,37.12,2.71,1.71,100.0,100.0,0.0,3,88.5,39.9,20.26,49.7,0,109.6
XR-03779,X-Ray Machine,GE Healthcare,132.4,6.58,31927,64.2,5,21.05,27.06,3.769,1.38,100.0,100.0,306.3,4,87.7,62.9,35.44,67.8,0,72.7
VT-03780,Ventilator,Mindray,29.7,16.27,11368,107.8,1,23.41,26.17,0.862,2.4,100.0,100.0,0.0,2,80.2,34.7,20.31,86.4,0,94.0
US-03781,Ultrasound Machine,Canon Medical,38.7,9.43,13379,5.5,0,21.93,33.62,1.111,1.81,100.0,100.0,0.0,2,73.0,43.4,0.59,67.1,0,164.6
CT-03782,CT Scanner,Philips,45.5,6.65,6929,18.7,4,21.28,32.93,2.869,0.82,86.8,100.0,292.9,1,76.4,52.7,11.05,100.0,0,132.9
US-03783,Ultrasound Machine,Canon Medical,39.3,7.0,8968,38.8,1,27.26,33.99,1.038,3.05,100.0,100.0,0.0,1,81.4,49.4,11.22,62.8,0,150.0
CT-03784,CT Scanner,Canon Medical,45.3,13.15,12691,18.9,4,20.91,29.13,1.614,0.67,86.3,100.0,340.4,1,83.6,20.9,12.09,100.0,0,119.7
CT-03785,CT Scanner,Canon Medical,20.3,15.41,8087,32.8,1,23.76,26.52,1.393,1.36,92.4,100.0,335.5,2,94.7,38.2,7.65,72.5,0,108.2
VT-03786,Ventilator,Philips,17.8,21.37,8701,4.4,0,25.21,29.72,1.407,1.95,100.0,100.0,0.0,0,90.0,37.2,3.47,82.4,0,140.7
VT-03787,Ventilator,Siemens Healthineers,20.9,16.51,9387,86.7,0,25.01,33.87,1.635,2.52,100.0,100.0,0.0,1,81.4,41.0,11.48,68.1,0,85.3
XR-03788,X-Ray Machine,Philips,33.1,16.05,14413,78.0,2,21.06,31.36,2.172,0.37,100.0,100.0,324.3,2,88.6,53.5,16.72,86.8,0,109.6
CT-03789,CT Scanner,Mindray,20.8,13.29,7817,2.4,3,20.94,25.04,0.65,0.96,92.7,100.0,412.5,0,81.6,20.9,2.63,74.1,0,143.4
XR-03790,X-Ray Machine,GE Healthcare,38.1,12.07,10300,46.4,2,20.02,31.73,2.228,0.01,100.0,100.0,306.5,2,89.0,55.1,20.21,52.9,0,119.4
US-03791,Ultrasound Machine,GE Healthcare,66.4,7.86,19642,62.9,5,27.9,31.45,1.827,2.77,100.0,100.0,0.0,3,82.5,42.7,20.48,65.1,0,99.9
MRI-03792,MRI Machine,Canon Medical,33.1,10.14,8849,12.4,0,23.31,29.09,0.66,2.75,95.5,96.3,0.0,1,85.6,46.4,5.45,81.0,0,132.9
MRI-03793,MRI Machine,Philips,23.7,12.21,10503,63.9,1,20.5,30.27,0.79,2.54,88.2,90.7,0.0,1,85.3,32.9,10.39,54.0,0,120.9
VT-03794,Ventilator,Philips,24.3,17.06,8772,47.4,0,22.2,25.33,0.67,3.16,100.0,100.0,0.0,3,63.8,40.4,8.02,85.3,0,144.2
US-03795,Ultrasound Machine,Siemens Healthineers,118.7,10.06,41675,13.6,5,18.77,24.21,2.669,3.11,100.0,100.0,0.0,4,78.8,37.0,23.43,30.8,0,86.6
CT-03796,CT Scanner,Philips,157.2,9.51,57160,0.4,5,26.38,33.52,1.886,1.44,75.5,100.0,265.2,1,80.8,26.2,31.57,63.4,0,65.4
CT-03797,CT Scanner,Canon Medical,38.7,7.22,7826,7.9,0,22.16,25.21,2.64,2.92,96.1,100.0,279.6,2,91.4,60.7,11.86,91.7,0,126.4
CT-03798,CT Scanner,Siemens Healthineers,62.7,11.97,18203,39.9,2,23.8,34.0,1.283,2.1,86.2,100.0,253.3,7,93.0,51.5,11.51,56.6,0,126.4
VT-03799,Ventilator,Canon Medical,47.3,16.93,24436,0.8,1,25.04,27.22,2.728,1.48,100.0,100.0,0.0,1,72.4,44.2,14.65,53.6,0,141.8
VT-03800,Ventilator,Canon Medical,83.5,10.58,34385,41.8,2,23.83,31.26,2.096,0.4,100.0,100.0,0.0,2,89.6,41.3,20.92,70.2,0,115.6
MRI-03801,MRI Machine,Mindray,20.9,10.64,4947,9.8,0,15.42,26.26,0.971,0.71,80.8,80.7,0.0,0,78.7,55.2,0.0,72.4,0,155.5
XR-03802,X-Ray Machine,Siemens Healthineers,93.4,13.12,32230,58.2,3,24.96,32.62,2.406,2.54,100.0,100.0,316.2,4,73.6,48.3,19.75,53.5,0,100.8
XR-03803,X-Ray Machine,Siemens Healthineers,45.8,19.88,26167,144.8,1,27.65,31.03,1.628,2.56,100.0,100.0,338.7,1,70.2,49.8,20.98,73.0,0,71.8
MRI-03804,MRI Machine,GE Healthcare,56.0,10.23,15299,2.8,1,17.24,26.16,1.681,1.34,92.0,90.0,0.0,0,77.3,34.1,13.87,59.1,0,120.2
CT-03805,CT Scanner,GE Healthcare,21.5,9.83,6047,30.2,0,21.62,25.04,1.772,1.81,90.7,100.0,308.9,2,84.6,27.2,12.76,59.9,0,102.5
XR-03806,X-Ray Machine,Mindray,45.3,8.48,13217,221.0,3,24.32,34.01,1.407,3.95,100.0,100.0,309.7,5,78.4,46.6,18.94,58.1,1,24.8
XR-03807,X-Ray Machine,GE Healthcare,140.0,14.51,59119,53.2,3,19.62,23.46,2.097,2.46,100.0,100.0,251.7,4,81.9,51.8,21.23,27.9,0,111.3
XR-03808,X-Ray Machine,Mindray,21.9,15.63,12986,61.1,0,24.69,31.76,1.394,2.45,100.0,100.0,191.7,1,91.7,55.3,19.35,85.3,0,111.3
XR-03809,X-Ray Machine,GE Healthcare,72.8,17.91,27817,14.7,2,21.83,30.61,3.198,0.0,100.0,100.0,420.8,2,84.0,43.1,13.78,62.2,0,114.5
US-03810,Ultrasound Machine,Siemens Healthineers,37.7,5.03,6780,17.2,1,26.81,32.1,2.149,2.1,100.0,100.0,0.0,1,86.5,32.7,14.04,99.7,0,155.4
MRI-03811,MRI Machine,Philips,61.8,15.93,31249,78.8,4,16.17,23.6,1.955,0.1,79.0,87.0,0.0,3,83.1,45.4,21.38,70.4,0,84.0
MRI-03812,MRI Machine,Siemens Healthineers,16.0,6.8,2577,164.1,0,15.88,26.46,1.416,3.51,100.0,98.5,0.0,3,72.5,40.6,9.85,99.8,0,91.6
VT-03813,Ventilator,Philips,58.4,14.94,20832,7.6,6,24.53,33.69,2.239,1.54,100.0,100.0,0.0,1,89.0,49.7,15.64,93.2,0,101.8
MRI-03814,MRI Machine,Philips,28.1,14.08,14550,14.3,1,15.47,19.52,2.309,2.04,95.9,87.4,0.0,0,84.2,38.1,1.87,75.9,0,120.0
MRI-03815,MRI Machine,Mindray,17.9,14.69,7836,7.4,0,15.66,21.07,2.831,0.8,84.6,82.5,0.0,1,87.4,46.0,4.81,69.1,0,143.0
MRI-03816,MRI Machine,Mindray,37.8,15.22,15532,32.4,2,18.01,23.45,1.972,1.35,96.1,85.5,0.0,4,75.7,36.2,10.59,71.9,0,107.3
CT-03817,CT Scanner,Canon Medical,38.5,17.22,20211,35.6,1,23.22,32.06,1.728,2.95,92.8,100.0,257.2,3,68.9,56.5,17.79,61.2,0,76.4
VT-03818,Ventilator,Canon Medical,118.8,20.15,80941,80.1,5,20.29,30.6,2.539,4.11,100.0,100.0,0.0,3,88.4,31.3,23.1,64.3,0,82.6
VT-03819,Ventilator,Mindray,123.8,10.38,46855,45.4,6,21.39,25.84,3.708,0.0,100.0,100.0,0.0,5,93.8,56.1,26.08,41.2,0,73.8
CT-03820,CT Scanner,GE Healthcare,87.9,15.59,51107,53.8,2,22.04,33.69,2.929,1.51,84.7,100.0,285.6,5,97.0,63.2,20.07,86.1,0,107.5
CT-03821,CT Scanner,Canon Medical,43.0,7.85,10064,5.6,2,15.52,21.66,1.724,1.44,77.7,100.0,324.7,0,85.8,33.7,4.82,50.0,0,104.8
MRI-03822,MRI Machine,Siemens Healthineers,116.6,8.16,22429,5.2,6,22.59,32.19,1.713,3.92,93.9,86.1,0.0,6,71.2,32.7,26.65,59.3,1,62.6
CT-03823,CT Scanner,Mindray,56.0,12.04,16760,74.3,4,30.67,35.05,1.878,2.47,91.2,100.0,249.4,1,78.3,40.7,12.89,71.7,0,87.2
CT-03824,CT Scanner,Canon Medical,49.4,16.7,17515,6.1,0,22.58,28.75,1.755,1.11,87.9,100.0,324.3,3,88.8,47.7,4.67,63.0,0,133.2
MRI-03825,MRI Machine,Siemens Healthineers,36.0,8.45,9585,58.6,0,18.7,21.73,3.017,3.32,89.4,94.7,0.0,0,81.3,56.4,17.47,70.2,0,103.6
US-03826,Ultrasound Machine,Siemens Healthineers,59.2,4.81,7320,53.1,2,23.56,34.89,1.912,1.76,100.0,100.0,0.0,2,85.1,48.1,22.84,86.0,0,126.8
CT-03827,CT Scanner,Mindray,53.7,12.61,14309,26.0,1,22.73,28.85,0.811,3.28,94.1,100.0,323.8,1,82.1,57.5,13.18,97.1,0,115.8
US-03828,Ultrasound Machine,GE Healthcare,29.8,6.86,4334,24.8,1,23.88,31.1,2.288,2.41,100.0,100.0,0.0,0,96.2,19.9,5.54,68.4,0,135.3
MRI-03829,MRI Machine,Philips,40.4,10.77,11265,5.1,1,18.83,22.34,1.62,3.08,90.1,91.7,0.0,0,71.0,49.8,18.08,64.8,0,110.1
XR-03830,X-Ray Machine,GE Healthcare,63.2,18.06,27510,74.5,5,26.4,31.49,2.308,2.08,100.0,100.0,389.4,2,72.2,42.0,18.3,52.2,0,90.0
CT-03831,CT Scanner,Canon Medical,104.1,17.81,53702,28.7,5,25.57,28.67,3.036,2.26,97.0,100.0,286.3,2,95.7,53.0,23.06,63.7,0,90.8
MRI-03832,MRI Machine,Canon Medical,58.3,15.63,23798,33.4,3,16.43,24.8,1.842,1.97,83.5,90.5,0.0,5,89.6,47.6,9.53,55.5,0,114.7
CT-03833,CT Scanner,Philips,78.7,9.15,18298,71.6,3,26.25,30.21,2.12,1.67,86.4,100.0,267.2,3,86.3,30.2,25.35,74.1,0,75.6
US-03834,Ultrasound Machine,Mindray,15.4,6.66,3300,77.2,1,22.84,34.62,1.997,2.73,100.0,100.0,0.0,1,77.1,51.5,13.36,93.9,0,116.1
MRI-03835,MRI Machine,GE Healthcare,91.9,15.59,36385,13.3,1,21.27,32.37,2.317,0.01,98.1,92.1,0.0,2,91.0,55.1,17.24,71.6,0,101.3
XR-03836,X-Ray Machine,Mindray,99.1,17.43,42556,0.0,2,28.35,38.38,3.805,2.85,100.0,100.0,247.0,1,64.4,63.9,25.64,96.3,0,117.4
XR-03837,X-Ray Machine,Mindray,70.4,18.0,35531,34.6,5,25.38,29.7,1.579,2.36,100.0,100.0,286.6,0,79.1,27.7,21.43,56.6,1,126.1
US-03838,Ultrasound Machine,Mindray,14.3,9.83,5382,81.4,0,21.46,24.93,1.284,0.36,100.0,100.0,0.0,4,82.8,36.3,7.25,80.7,0,141.2
VT-03839,Ventilator,Siemens Healthineers,13.9,17.82,6785,62.0,0,27.25,30.05,1.174,0.69,100.0,100.0,0.0,3,83.6,51.0,3.91,80.5,0,120.0
XR-03840,X-Ray Machine,Philips,41.9,5.65,8030,5.6,1,22.93,28.56,2.236,2.16,100.0,100.0,263.1,2,72.3,54.9,2.9,69.0,0,148.1
MRI-03841,MRI Machine,Mindray,78.2,8.94,19934,51.7,2,16.44,25.61,2.723,3.75,88.4,93.4,0.0,3,79.6,50.6,26.23,78.6,0,68.1
VT-03842,Ventilator,Mindray,59.2,20.37,32185,26.0,3,27.38,35.16,1.285,1.97,100.0,100.0,0.0,1,80.0,30.2,10.47,76.4,0,131.5
XR-03843,X-Ray Machine,Siemens Healthineers,62.6,12.8,30826,66.8,2,20.21,25.59,2.014,4.14,100.0,100.0,227.6,1,82.8,37.8,14.34,67.1,0,117.4
XR-03844,X-Ray Machine,Mindray,41.5,19.7,25927,6.6,2,27.02,30.34,1.708,2.4,100.0,100.0,306.4,1,90.9,33.4,16.52,78.7,0,121.6
MRI-03845,MRI Machine,Siemens Healthineers,36.5,13.08,16564,16.1,4,17.41,29.3,1.818,2.37,85.3,86.4,0.0,1,75.9,58.8,12.43,91.1,0,128.5
XR-03846,X-Ray Machine,Mindray,27.4,8.28,6943,25.9,1,25.23,33.55,1.994,1.94,100.0,100.0,249.8,1,77.8,43.6,7.33,89.0,0,136.5
MRI-03847,MRI Machine,Philips,33.9,6.07,6930,0.3,3,18.17,23.86,1.711,1.69,87.8,89.0,0.0,1,93.7,49.6,16.13,72.1,0,124.5
US-03848,Ultrasound Machine,Siemens Healthineers,62.7,13.71,20948,25.3,3,21.19,28.6,1.477,1.88,100.0,100.0,0.0,3,79.3,49.4,10.35,75.0,0,138.2
CT-03849,CT Scanner,Philips,114.2,8.98,32585,69.4,4,21.9,27.49,2.793,4.74,86.6,100.0,318.3,5,65.1,42.3,32.35,67.6,0,27.3
XR-03850,X-Ray Machine,Siemens Healthineers,20.1,14.62,9316,9.4,0,24.88,28.54,2.553,2.15,100.0,100.0,274.1,2,82.7,33.8,6.29,63.8,0,150.1
XR-03851,X-Ray Machine,GE Healthcare,50.5,17.04,22067,62.8,2,21.1,32.05,2.227,3.29,100.0,100.0,257.1,3,87.1,36.7,16.41,68.5,0,112.4
VT-03852,Ventilator,Philips,33.7,13.96,10105,29.0,3,26.15,30.24,1.699,3.52,100.0,100.0,0.0,2,76.9,57.5,14.9,74.5,0,107.5
CT-03853,CT Scanner,Canon Medical,65.4,9.99,13930,97.1,3,24.62,28.62,1.321,3.0,86.4,100.0,345.4,4,76.4,50.2,24.29,73.6,1,66.0
XR-03854,X-Ray Machine,Canon Medical,11.7,12.17,4789,21.3,2,24.46,35.52,0.667,1.02,100.0,100.0,265.9,0,79.9,44.4,3.93,76.1,0,142.7
CT-03855,CT Scanner,Philips,31.3,12.43,11755,8.9,3,24.42,31.75,2.058,2.51,79.5,100.0,361.1,2,76.0,43.0,12.87,69.9,0,122.8
US-03856,Ultrasound Machine,Canon Medical,33.5,6.21,6846,30.0,0,15.56,21.69,2.479,0.75,100.0,100.0,0.0,1,79.3,49.3,11.15,85.2,0,139.8
CT-03857,CT Scanner,GE Healthcare,14.2,14.63,7778,149.3,0,25.16,37.06,1.487,0.0,88.1,100.0,298.9,6,83.6,55.6,7.27,87.6,0,98.6
XR-03858,X-Ray Machine,GE Healthcare,20.2,11.52,8102,31.0,0,22.26,26.33,2.479,2.32,100.0,100.0,262.0,1,82.9,39.7,12.07,74.2,0,132.1
VT-03859,Ventilator,Philips,48.9,12.78,13634,50.8,2,25.02,31.95,2.3,3.97,100.0,100.0,0.0,4,71.1,50.7,2.87,68.9,0,124.6
CT-03860,CT Scanner,Siemens Healthineers,42.2,9.33,9996,5.9,3,23.6,27.54,1.799,2.41,91.6,100.0,284.9,0,70.8,32.1,13.79,52.6,0,94.0
CT-03861,CT Scanner,Mindray,24.1,14.6,10317,169.0,1,19.62,26.01,1.805,3.47,77.7,100.0,297.0,3,71.6,57.5,22.72,72.9,0,65.2
MRI-03862,MRI Machine,Philips,57.3,14.62,28037,12.5,4,13.28,21.84,0.145,2.38,87.3,88.9,0.0,3,79.8,44.5,11.03,80.8,0,108.3
CT-03863,CT Scanner,Siemens Healthineers,54.4,7.34,10510,7.5,0,23.45,26.16,1.249,1.54,93.6,100.0,314.9,3,85.1,44.4,18.57,41.2,0,96.2
VT-03864,Ventilator,Mindray,49.5,19.54,23343,160.1,1,25.66,29.85,1.429,0.76,100.0,100.0,0.0,5,80.7,49.3,27.11,81.3,1,73.3
VT-03865,Ventilator,Siemens Healthineers,33.5,10.13,10618,24.4,1,25.78,35.35,1.956,2.64,100.0,100.0,0.0,3,69.5,40.2,7.79,73.3,0,131.8
VT-03866,Ventilator,Mindray,101.1,20.62,70305,12.6,4,21.09,30.64,2.183,3.04,100.0,100.0,0.0,1,81.9,41.4,20.54,82.8,0,97.4
US-03867,Ultrasound Machine,Siemens Healthineers,22.0,6.91,5364,48.0,0,27.84,39.0,1.874,2.02,100.0,100.0,0.0,2,85.6,48.4,14.44,81.3,0,147.1
US-03868,Ultrasound Machine,Siemens Healthineers,123.6,9.78,39113,20.3,3,27.76,32.66,2.312,2.13,100.0,100.0,0.0,6,81.9,52.8,29.91,31.3,0,98.8
MRI-03869,MRI Machine,Canon Medical,40.0,10.1,11570,74.3,0,16.1,23.57,1.933,1.96,82.0,89.7,0.0,2,74.7,41.2,20.98,87.4,0,89.5
MRI-03870,MRI Machine,Siemens Healthineers,15.5,6.28,3028,28.3,1,21.12,30.26,0.987,0.6,89.0,99.3,0.0,0,74.8,34.4,0.0,87.8,0,150.6
VT-03871,Ventilator,Siemens Healthineers,110.9,22.66,70180,192.5,6,21.55,33.32,2.518,3.98,100.0,100.0,0.0,5,76.3,52.9,43.16,54.3,1,1.0
VT-03872,Ventilator,Siemens Healthineers,16.1,11.58,4425,4.9,1,19.41,24.86,0.996,1.89,100.0,100.0,0.0,1,78.6,59.6,1.03,81.6,0,149.6
US-03873,Ultrasound Machine,Canon Medical,54.1,4.61,8268,72.5,1,27.08,33.86,2.239,2.3,100.0,100.0,0.0,1,80.6,39.6,21.44,64.1,0,109.8
US-03874,Ultrasound Machine,GE Healthcare,84.6,5.6,14153,55.3,1,22.55,30.8,1.987,1.28,100.0,100.0,0.0,2,98.2,62.4,27.82,29.9,0,118.5
MRI-03875,MRI Machine,GE Healthcare,100.2,7.1,17675,49.9,2,20.66,23.56,3.511,5.46,95.4,78.0,0.0,2,77.7,32.5,25.79,68.2,1,90.7
XR-03876,X-Ray Machine,GE Healthcare,69.6,19.69,29670,6.2,6,27.44,35.94,1.744,3.1,100.0,100.0,367.0,3,90.6,49.2,16.24,56.4,0,101.8
US-03877,Ultrasound Machine,Canon Medical,33.0,9.63,8710,18.5,1,25.24,34.42,2.205,2.77,100.0,100.0,0.0,2,95.5,34.5,16.18,82.5,0,143.9
MRI-03878,MRI Machine,Siemens Healthineers,64.6,9.66,13273,67.1,5,24.04,28.98,1.708,2.36,92.6,97.0,0.0,2,92.2,40.8,10.9,63.3,0,106.7
CT-03879,CT Scanner,GE Healthcare,113.6,14.54,41432,11.1,7,28.82,35.87,2.809,3.45,82.4,100.0,308.4,1,78.7,50.4,36.17,59.6,0,39.5
XR-03880,X-Ray Machine,GE Healthcare,47.8,19.57,24349,111.0,1,20.19,30.58,1.098,1.59,100.0,100.0,309.0,3,97.0,50.9,10.93,89.7,0,119.5
VT-03881,Ventilator,Mindray,125.3,16.69,61022,19.9,6,24.59,31.41,2.066,0.91,100.0,100.0,0.0,5,79.0,28.6,25.07,65.9,0,97.9
MRI-03882,MRI Machine,Siemens Healthineers,117.3,15.01,40356,32.5,6,18.51,26.41,2.899,3.78,79.9,84.9,0.0,2,71.6,34.4,20.92,67.2,0,85.9
XR-03883,X-Ray Machine,Philips,91.3,5.91,14966,9.2,5,18.95,21.34,1.868,3.48,100.0,100.0,291.0,4,81.4,57.6,23.3,54.6,1,81.8
US-03884,Ultrasound Machine,Philips,21.9,13.26,10289,51.7,1,26.36,34.08,1.373,0.63,100.0,100.0,0.0,2,86.2,40.3,1.87,63.3,0,158.4
XR-03885,X-Ray Machine,Canon Medical,155.6,14.12,67753,5.4,5,24.28,35.5,3.404,5.51,100.0,100.0,314.7,2,81.5,42.9,44.45,57.2,0,67.5
US-03886,Ultrasound Machine,Canon Medical,76.7,5.91,15635,19.8,2,27.26,38.36,2.775,2.42,100.0,100.0,0.0,3,69.8,42.3,20.86,71.1,0,111.2
MRI-03887,MRI Machine,Canon Medical,46.0,6.53,11392,88.7,4,16.5,26.92,1.541,1.21,91.2,95.0,0.0,2,82.8,45.9,14.33,68.4,0,79.1
XR-03888,X-Ray Machine,Siemens Healthineers,12.4,10.3,4262,118.8,1,20.37,27.41,1.455,3.9,100.0,100.0,297.9,2,73.1,34.0,15.62,85.7,0,91.9
CT-03889,CT Scanner,Philips,18.7,13.25,9012,0.4,1,25.38,33.31,2.764,2.17,83.7,100.0,338.7,0,96.9,60.5,2.05,72.1,0,108.8
XR-03890,X-Ray Machine,Mindray,84.1,14.59,46231,63.9,4,29.56,40.83,1.699,2.93,100.0,100.0,309.8,6,86.8,30.6,17.2,72.3,0,68.9
CT-03891,CT Scanner,Philips,98.6,15.41,32996,5.2,1,22.79,32.38,2.037,2.61,92.1,100.0,285.5,1,89.6,47.9,19.42,58.0,0,109.6
CT-03892,CT Scanner,GE Healthcare,51.9,11.32,21378,40.9,0,27.91,37.66,1.793,1.32,88.2,100.0,261.4,1,75.4,51.7,17.97,70.6,0,111.3
VT-03893,Ventilator,Canon Medical,17.3,23.28,11493,29.8,0,22.79,32.7,1.719,1.74,100.0,100.0,0.0,1,95.8,61.6,7.79,71.4,0,129.4
US-03894,Ultrasound Machine,Mindray,17.4,7.15,3425,123.4,1,22.68,30.36,1.874,5.48,100.0,100.0,0.0,1,73.1,36.6,7.78,100.0,0,117.5
XR-03895,X-Ray Machine,Canon Medical,59.6,9.2,21020,0.3,3,20.19,28.71,2.326,3.0,100.0,100.0,278.9,1,82.0,49.9,20.68,84.8,0,94.1
CT-03896,CT Scanner,GE Healthcare,18.8,12.23,8179,12.7,0,25.36,28.61,2.362,1.67,80.1,100.0,283.4,0,86.6,54.1,0.0,67.6,0,142.4
XR-03897,X-Ray Machine,Canon Medical,15.0,16.99,9194,124.3,0,22.18,30.75,1.659,3.68,100.0,100.0,311.9,3,72.3,47.0,9.54,77.5,0,102.4
XR-03898,X-Ray Machine,Siemens Healthineers,105.0,8.01,24218,68.8,2,28.24,36.84,2.699,0.88,100.0,100.0,313.5,3,96.4,28.7,26.7,77.6,0,93.5
US-03899,Ultrasound Machine,Philips,25.4,12.96,8285,16.2,3,26.61,30.8,1.388,1.94,100.0,100.0,0.0,0,92.3,30.3,15.88,80.0,0,129.6
VT-03900,Ventilator,Canon Medical,39.3,22.58,29996,34.6,0,19.39,22.35,2.096,1.74,100.0,100.0,0.0,0,78.1,37.5,6.79,68.8,0,114.8
XR-03901,X-Ray Machine,Philips,27.4,14.33,11085,19.7,1,22.0,29.87,1.688,2.25,100.0,100.0,249.5,2,75.0,62.4,6.04,77.1,0,121.3
MRI-03902,MRI Machine,GE Healthcare,28.0,9.33,10054,61.4,1,19.54,25.73,2.628,0.7,88.6,91.4,0.0,1,71.9,57.9,5.73,85.6,0,120.5
US-03903,Ultrasound Machine,GE Healthcare,15.4,8.48,2961,63.7,0,26.17,31.4,2.0,4.74,100.0,100.0,0.0,2,82.3,49.6,9.26,67.6,0,141.1
CT-03904,CT Scanner,Siemens Healthineers,50.6,10.75,12102,18.7,4,29.74,35.08,1.798,1.22,88.6,100.0,316.7,1,71.8,44.2,21.94,70.5,0,90.7
XR-03905,X-Ray Machine,Canon Medical,60.1,12.16,19470,136.1,2,24.18,30.67,1.404,2.95,100.0,100.0,310.7,3,73.9,43.0,25.24,78.4,0,50.1
US-03906,Ultrasound Machine,Mindray,52.1,6.91,11995,73.9,3,21.08,28.75,1.792,2.92,100.0,100.0,0.0,4,70.3,49.1,23.72,61.8,1,83.0
VT-03907,Ventilator,Canon Medical,107.8,21.31,80313,121.3,4,23.99,34.5,2.929,2.02,100.0,100.0,0.0,6,77.4,59.5,36.61,53.3,1,25.1
MRI-03908,MRI Machine,Mindray,44.4,6.59,8069,57.1,1,18.65,28.91,1.114,1.32,86.0,87.5,0.0,2,82.9,32.4,11.53,76.5,0,114.4
CT-03909,CT Scanner,GE Healthcare,47.4,14.01,24680,13.5,1,22.88,32.47,2.225,3.33,84.3,100.0,243.3,0,95.6,50.2,14.32,68.0,0,112.5
VT-03910,Ventilator,Mindray,84.0,18.0,54112,25.0,4,22.79,25.69,2.674,4.37,100.0,100.0,0.0,3,67.7,34.1,21.03,67.9,0,108.1
XR-03911,X-Ray Machine,GE Healthcare,105.1,10.0,27391,5.6,5,25.37,32.88,2.479,3.91,100.0,100.0,255.3,4,74.8,41.7,24.94,65.3,0,90.9
XR-03912,X-Ray Machine,Mindray,74.1,12.53,25787,68.1,3,25.12,30.61,2.09,0.36,100.0,100.0,299.5,3,84.7,48.1,24.1,56.7,0,67.8
CT-03913,CT Scanner,Mindray,24.5,11.04,7634,13.7,0,22.34,28.12,1.881,1.67,90.6,100.0,270.8,0,76.9,32.0,7.31,82.9,0,135.6
VT-03914,Ventilator,Mindray,67.1,22.1,55170,43.3,6,28.08,34.47,1.189,1.34,100.0,100.0,0.0,2,81.9,36.6,15.29,55.5,0,78.3
VT-03915,Ventilator,Philips,21.6,20.69,15785,101.1,2,23.79,33.56,1.76,1.93,100.0,100.0,0.0,2,76.4,68.7,7.28,94.3,0,120.5
MRI-03916,MRI Machine,GE Healthcare,47.6,7.64,8805,9.4,0,19.42,28.61,1.585,1.73,84.7,95.9,0.0,2,87.7,48.4,1.58,70.7,0,141.9
US-03917,Ultrasound Machine,GE Healthcare,66.6,7.82,15921,121.2,0,23.78,25.8,1.554,1.87,100.0,100.0,0.0,1,78.6,42.0,16.37,74.1,0,138.6
VT-03918,Ventilator,Mindray,54.7,13.08,27897,24.6,3,25.62,33.8,0.733,0.0,100.0,100.0,0.0,2,89.1,53.3,9.12,69.7,0,135.6
VT-03919,Ventilator,Mindray,41.5,18.67,29622,31.6,2,25.03,31.84,1.394,3.05,100.0,100.0,0.0,0,78.4,40.4,5.47,75.4,0,125.2
XR-03920,X-Ray Machine,GE Healthcare,64.6,17.95,43813,22.1,5,23.88,27.66,2.047,0.71,100.0,100.0,284.6,3,89.1,46.6,25.24,63.8,0,92.1
MRI-03921,MRI Machine,Mindray,18.6,15.54,10119,14.3,1,19.28,28.36,1.404,2.75,85.6,83.2,0.0,1,95.7,49.1,0.0,72.9,0,138.5
CT-03922,CT Scanner,Canon Medical,17.7,6.78,3752,2.5,1,24.93,31.13,2.498,2.51,77.4,100.0,330.5,1,89.9,37.6,7.19,70.7,0,119.1
CT-03923,CT Scanner,Mindray,43.1,14.61,17014,64.1,1,20.7,23.73,2.64,3.06,88.5,100.0,304.4,0,75.0,37.9,14.03,66.3,0,105.2
MRI-03924,MRI Machine,Canon Medical,24.9,10.88,7127,12.6,2,17.88,21.22,2.497,1.13,88.2,86.5,0.0,5,83.2,19.4,8.1,76.1,0,133.8
XR-03925,X-Ray Machine,Siemens Healthineers,87.1,8.73,28556,143.4,2,20.23,25.65,1.919,2.02,100.0,100.0,305.2,5,64.6,34.7,22.95,57.9,0,63.7
XR-03926,X-Ray Machine,GE Healthcare,25.6,9.79,8168,50.1,1,24.65,27.52,1.514,2.6,100.0,100.0,317.0,2,83.1,33.5,8.0,59.4,0,128.1
